Lng,Lat,City,Address
-117.1508,33.49518, USA-Temecula, Temecula 28459 Old Town Front Street Temecula
-122.7434,45.9064, USA-Woodland, Safeway-Yakima #462 205 N 5th Ave Yakima
-120.48412,46.56751, USA-Yakima, Chalet Mall 5621 Summitview Ave. Yakima
-122.72065,38.34889, USA-Rohnert Park, Target Rohnert Park T-852 475 Rohnert Park Expy W Rohnert Park
-76.20361,40.02484, USA-Lancaster, Stone Mill Plaza 1398 Columbia Avenue Lancaster
-84.11946,33.81812, USA-Stone Mountain, SuperTarget Stone Mountain ST-1758 2055 West Park Place Boulevard Stone Mountain
-73.97834,40.76237, USA-New York, 42nd & Park 125 Park Ave New York
-98.66339,29.55025, USA-San Antonio, San Pedro & Rector 7311 San Pedro San Antonio
-122.08944,37.64842, USA-Hayward, Albertsons-Hayward #7107 25151 Santa Clara St. Hayward
-122.03166,37.97762, USA-Concord, Safeway-Concord #955 2600 Willow Pass Rd Concord
-117.28265,33.02135, USA-Cardiff, San Elijo & Birmingham-Cardiff 2081 San Elijo Avenue Cardiff
-117.1826,34.06069, USA-Redlands, Orange & Pearl- Redlands 627 Orange St Redlands
-95.58437,29.93307, USA-Houston, Fry & Kingsland 19901 Kingsland Blvd Houston
-96.80349,32.93213, USA-Dallas, Berkshire Court 8411 Preston Rd  Dallas
-116.27485,43.64653, USA-Garden City, Fred Meyer-Glenwood #449 5425 Chinden Boulevard Garden City
-87.92805,42.17974, USA-Lincolnshire, Touhy & Kostner 4368 West Touhy Avenue Lincolnwood
-88.1285,42.1538, USA-Barrington, Albertsons-Bartlett #3348 125 E Stearns St Bartlett
-96.82073,32.85116, USA-Dallas, Knox Street 3216 Knox Street Dallas
-88.12291,41.69241, USA-Bolingbrook, Bradley-Route 50 1250 N. Kinzie Bradley
-80.12237,25.93079, USA-Miami Beach, RK Centre North 17100 Collins Avenue Miami Beach
-87.77762,41.66101, USA-Palos Heights, Jewell/Osco-Park Ridge #3481 481 Busse Hwy. Park Ridge
-78.921,33.703, USA-Myrtle Beach, North Myrtle Beach 549 Hwy 17 N North Myrtle Beach
-72.78857,41.95258, USA-Granby, Granby 10 Hartford Ave Space D-1 Granby
-122.30358,47.61846, USA-Seattle, 3rd and Pike 221 Pike Street Seattle
-78.59818,35.86174, USA-Raleigh, Target Raleigh  Central T-1892 4191 The Circle at North Hills St. Raleigh
-121.86242,37.25059, USA-San Jose, Oakridge Mall-San Jose 925 Blossom Hill Road San Jose
-90.479,38.56601, USA-Valley Park, Webster Groves 1 South Old Orchard Webster Groves
-73.98693,40.74507, USA-New York, 38 Park Row 38 Park Row  New York
-90.08273,29.92624, USA-New Orleans, New Orleans Convention Ctr 900 Convention Ctr Blvd New Orleans
-97.03704,32.97329, USA-Grapevine, Target Harlingen T-802 1002 Dixieland Rd Harlingen
-122.77963,45.53753, USA-Portland, Hawthorne 3639 SE Hawthorne Avenue Portland
-121.42691,38.59957, USA-Sacramento, Arden Fair Mall 1689 Arden Way Sacramento
-82.73556,28.01452, USA-Clearwater, Countryside Blvd & Hwy 19 2539 Countryside Blvd Clearwater
-82.73936,28.07759, USA-Palm Harbor, Hwy 19 & Nebraska Ave. 33840 U.S. Hwy. 19 North Palm Harbor
-117.11469,32.93825, USA-San Diego, San Diego 9932 Mercy Road San Diego
-104.74066,38.93436, USA-Colorado Springs, Albertsons-Colorado Springs #803 7055 Austin Bluffs Parkway Colorado Springs
-86.37963,39.70975, USA-Plainfield, Portage
-71.7839,42.2667, USA-Worcester, Shrewsbury St Marketplace 225 Shrewsbury St Worcester
-117.66987,35.63307, USA-Ridgecrest, Ridgecrest 750-A N. China Lake Blvd. Ridgecrest
-82.4976,27.2333, USA-Sarasota, Palm-Sarasota Square Mall 8201 S TAMIAMI TRL Sarasota
-74.0101,40.70953, USA-New York, 14th & Sixth 510 Sixth Avenue New York
-74.30191,40.55485, USA-Woodbridge, Wyckoff 325 Franklin Avenue Wyckoff
-76.92574,38.6196, USA-Waldorf, Giant-Waldorf #304 3297 Crain Hwy. Waldorf
-104.85235,38.90022, USA-Colorado Springs, King Soopers-Colorado Springs #133 3250 Centennial Blvd Colorado Springs
-72.52109,40.87872, USA-Hampton Bays, Hartsdale Train Station 223 E Hartsdale Ave Hartsdale
-81.51884,30.26823, USA-Jacksonville, University of North Florida Library 4567 St. Johns Bluff Road South Jacksonville
-77.00672,38.8969, USA-Washington, DC 40 Massachusetts Avenue Washington
-117.2727,32.84116, USA-La Jolla, Vons-La Jolla #2323 7544 Girard Ave La Jolla
-88.08151,41.9372, USA-Glendale Heights, Dominick's-Glenview #1719 1340 Patriot Blvd. Glenview
-76.3032,36.9404, USA-Norfolk, MacArthur Center 300 Monticello Ave Suite #237 Norfolk
-118.1323,34.14444, USA-Pasadena, Pasadena Lake-Wells Fargo 82 South Lake Avenue Pasadena
-81.95404,28.76999, USA-Wildwood, Okahumpka Travel Plaza Floridas Turnpike MM-299 Wildwood
-100.78499,46.80204, USA-Bismarck, Bismarck-I-94 & State 2124 N. 12th Street Bismarck
-120.32467,47.43719, USA-Wenatchee, Woodinville Haggens 17641 Garden Way Drive Woodinville
-95.47374,30.31579, USA-Conroe, Denton Tap & Sandy Lake Rd. 106 N. Denton Tap Coppell
-80.09975,26.8087, USA-Palm Beach Gardens, Northlake Blvd & I-95 3866 Northlake Blvd Palm Beach Gardens
-74.57762,40.65998, USA-Basking  Ridge, ACME-Bordentown #1083/7983 Rte 130 & Farnsworth Ave Bordentown
-80.15861,25.90593, USA-Miami Beach, Target Miami Beach T-1038 14075 Biscayne St Miami Beach
-86.01561,30.27978, USA-Rosemary Beach, 30A & Winston 5 Main St. Rosemary Beach
-115.20751,35.9982, USA-Las Vegas, LV 10520 Southern Highlands Pkwy Las Vegas
-122.53631,45.5462, USA-Portland, Safeway-Portland #1612 1100 NE Broadway Portland
-112.22041,33.61039, USA-Peoria, Peoria 7518 W. Thunderbird Road Peoria
-80.2796,25.72001, USA-Coral Gables, U of Miami-Richter Library 1350 Miller Drive Coral Gables
-121.63725,37.13004, USA-Morgan Hill, Safeway-Morgan Hill #1455 840 E. Dunne Ave. Morgan Hill
-77.05104,38.83034, USA-Alexandria, Bradlick Shopping Center 6910-G Bradlick Shopping Center Annandale
-86.15951,39.6173, USA-Greenwood, Emerson & Main 1035 East Main St Greenwood
-81.35228,41.15368, USA-Kent, Paramount Kings Island Intl Walk 6300 Kings Island Drive Kings Island
-111.97829,41.07034, USA-Layton, City Market-Moab #410 425 S Main St Moab
-122.36486,37.58595, USA-Burlingame, Broadway & Laguna-Burlingame 1230 Broadway Burlingame
-121.46281,37.75681, USA-Tracy, Target Tracy T-738 2800 Naglee Road Tracy
-96.77323,32.90945, USA-Dallas, Frankford & Marsh 3632 Frankford Rd. Dallas
-76.59475,38.54507, USA-Prince Frederick, Safeway-Rockville #1668 5510 Norbeck Rd. Rockville
-77.23404,38.77924, USA-Springfield, Target Stafford 1090 Stafford Marketplace Stafford
-118.77674,34.2718, USA-Simi Valley, Simi Vall 1197 E. Los Angeles Avenue Simi Valley
-71.23189,42.45177, USA-Lexington, Longmeadow Shops/Springfield 708 Bliss Road Longmeadow
-122.86749,45.53596, USA-Hillsboro, Cornell & Stucki 2002 NW Stucki Avenue Hillsboro
-122.76383,45.30286, USA-Wilsonville, Wood Village Town Center- W Village 22352 Park Lane Wood Village
-122.43698,47.24619, USA-Tacoma, Westgate 2405 N Pearl St Tacoma
-117.36027,47.65256, USA-Spokane, Safeway-Spokane #1799 3919 N Market St Spokane
-118.09046,34.06269, USA-Rosemead, Rosemead 3000 San Gabriel Blvd. Rosemead
-70.9472,42.54655, USA-Peabody, Target Plainville T-1930 103 Taunton St Plainville
-97.61943,35.46096, USA-Oklahoma City, Rockwell & Northwest Hwy 8500 N. Rockwell Ave. Oklahoma City
-121.16135,38.64808, USA-Folsom, Prairie City & Iron Point-Folsom 1860 Prarie City Rd Folsom
-75.34423,39.91394, USA-Springfield, N. Atherton State College 2030 North Atherton Street State College
-97.1146,32.72258, USA-Arlington, Matlock & Bardin 4645 Matlock Arlington
-117.64293,34.13284, USA-Upland, Upland 1943 North Campus Avenue Upland
-84.27315,34.08876, USA-Alpharetta, Windward Pkwy @ Hwy 9 5315A Windward Parkway Alpharetta
-117.95957,33.8591, USA-Fullerton, Fullerton 1805 W. Orangethorpe Ave Fullerton
-86.14894,39.68008, USA-Indianapolis, 10th & Indiana 645 D West 11th Street Indianapolis
-118.37892,34.08816, USA-West Hollywood, West Hollywood-#633 8595 Santa Monica Blvd. West Hollywood
-105.11573,40.55272, USA-Fort Collins, Safeway-Fort Collins #2913 2160 W Drake Rd
-122.74683,45.40946, USA-Portland, Combs Flat Crossing- Prineville 1590 NE 3rd Street Prineville
-86.17811,41.72038, USA-Mishawaka, Meijer-Mishawaka #128 3610 S. Bremen Highway Mishawaka
-118.31817,33.78951, USA-Lomita, Albertsons-Lomita #6107 2130 Pacific Coast Hwy. Lomita
-87.63405,41.88792, USA-Chicago, Madison & Morgan (UCO) 1001A West Madison Avenue Chicago
-73.62564,41.02558, USA-Greenwich, Greenwich 301 Greenwich Avenue Greenwich
-122.21683,47.79087, USA-Bothell, Safeway-Bremerton #1467 900 North Callow Bremerton
-104.99194,39.55023, USA-Highlands Ranch, Highlands Ranch & Broadway 9245 S. Broadway Highlands Ranch
-97.5033,25.9433, USA-Brownsville, Kroger-Bryan #383 NE Corner of Hwy 6 & Booneville Road Bryan
-118.40044,34.03136, USA-Los Angeles, Los Ange 9824 National Blvd Los Angeles
-88.0425,41.7212, USA-Bolingbrook, Target Bradley T-895 1615 N State Rte 50 Bourbonnais
-105.3585,39.6446, USA-Evergreen, Safeway-Evergreen #10 3851 S. Hwy #74 Evergreen
-81.83608,41.40775, USA-Cleveland, Cedar & Fairmount 12405 Cedar Road Cleveland
-95.5202,30.675, USA-Huntsville, Randalls-Hurst #2609 612 Grapevine Hwy Hurst
-121.92116,37.42174, USA-Milpitas, Cypress & Bellew 367 Cypress Dr Milpitas
-80.1835,25.8904, USA-North Miami, 750 NE 125th St 750 NE 125th St North Miami
-83.2238,42.5599, USA-Bloomfield Hills, Meijer-Brighton #46 8650 W Grand River Ave Brighton
-115.04644,36.06241, USA-Henderson, Valle Verde & Paseo Verde
-118.86824,34.19975, USA-Thousand Oaks, Thousand Oaks 605 E. Janss Road Thousand Oaks
-82.72984,27.95226, USA-Clearwater, Super Target Clearwater ST-1820 20505 US Highway 19 N Clearwater
-106.302,31.76924, USA-El Paso, Albertsons-El Paso #994 5630 N. Desert Blvd El Paso
-115.1733,36.0991, USA-Las Vegas, Golden Nugget Casino 129 East Fremont Street Las Vegas
-120.3334,47.452, USA-Wenatchee, Safeway-Woodinville #533 19150 NE Woodinville-Duvall Rd Woodinville
-112.12139,33.58185, USA-Phoenix, 31st & Peoria
-105.11665,39.92222, USA-Broomfield, US 36 & 96th-Interlocken 645-C Flatiron Marketplace Drive Broomfield
-122.40106,37.78891, USA-San Francisco, 36 Second Street 36 2nd Street San Francisco
-122.33503,47.60338, USA-Seattle, 1609 West Dravus 1607 West Dravus Street Seattle
-88.03839,41.77235, USA-Woodridge, Woodstock Square 129 Van Buren Street Woodstock
-68.7426,44.83959, USA-Bangor, Target Biddeford T-2166 Biddeford
-82.54682,35.60166, USA-Asheville, Ingles-Brevard #67 710 N Broad St Brevard
-76.90967,38.99768, USA-Greenbelt, Arundel Village 7645 Arundel Mills Blvd. Hanover
-84.01372,33.87512, USA-Snellville, Target Snellville T-917 1905 Scenic Hwy N Snellville
-119.70348,39.66533, USA-Sparks, Pyramid & C-Sparks 300 Pyramid Way Sparks
-104.80092,41.11142, USA-Cheyenne, Albertsons-Gillette #864 2610 S. Douglas Hwy. Gillette
-117.87158,34.13599, USA-Glendora, Foothill & Grand-Glendora 459 W. Foothill Blvd. Glendora
-80.08365,26.80678, USA-Lake Park, Target Lake Park T-1941 500 North Congress Avenue Lake Park
-76.98319,38.5306, USA-La Plata, Target Lanham T-2007 10401 Martin Luther King Hwy Lanham
-97.13586,33.23081, USA-Denton, Cedar Ridge & Wheatland Rd 107 S. Cedar Ridge Dr Duncanville
-75.955,39.5875, USA-North East, Ocean City
-74.93694,40.22791, USA-Newtown, Trooper 2630 Egypt Lane Norristown
-77.03966,38.90264, USA-Washington, 16th & K 1600 K Street Washington
-121.93375,37.70272, USA-Dublin, Dublin (B&N) 7904 Dublin Blvd. Dublin
-118.55745,34.41319, USA-Santa Clarita, Val 24201 Valencia Blvd. Santa Clarita
-121.56006,37.01847, USA-Gilroy, Camino Arroyo & Pacheco-Gilroy 6865 Camino Arroyo Gilroy
-81.51997,41.07925, USA-Akron, U of Akron-Student Union 303 Carroll St Akron
-122.98028,46.72864, USA-Centralia, Chehalis 1531 NW Louisiana Ave Chehalis
-116.52801,33.84529, USA-Palm Springs, Albertsons-Palm Springs #6569 1751 N Sunrise Way Palm Springs
-117.79032,33.67091, USA-Irvine, Alton Square-Irvine 5365-B Alton Parkway Irvine
-121.81871,37.3248, USA-San Jose, Eastridge Mall-San Jose 1 Eastridge Mall San Jose
-122.75397,45.43855, USA-Tigard, Tigard 16200 SW Pacific HWY Tigard
-80.97115,34.02019, USA-Columbia, Garners Ferry & Old Woodlands Rd 6080-A Garners Ferry Rd Columbia
-117.18408,33.57053, USA-Murrieta, Murrieta 25030 Hancock Avenue Murrieta
-74.4359,39.3568, USA-Atlantic City, Showboat Casino Elevator Lobby 801 Boardwalk Atlantic City
-89.68685,35.05187, USA-Collierville, Collierville 897 Poplar Collierville
-76.41282,36.83067, USA-Chesapeake, Iron Bridge & Courthouse 6921 Commons Square Chesterfield
-88.01984,42.27539, USA-Mundelein, Dominick's-Naperville #3115 1300 S Naper Blvd Naperville
-119.88187,39.53331, USA-Reno, The Summit at Sierra-Reno 13981 S. Virginia Street Reno
-104.97921,39.84927, USA-Thornton, 84th and Pearl-Thornton 8410 Pearl Street Thornton
-95.50275,30.16625, USA-The Woodlands, Woodlands Town Center 9595 Six Pines The Woodlands
-117.36563,34.47039, USA-Victorville, Albertsons-Victorville #6530 13650-A Bear Valley Rd Victorville
-121.74006,38.54369, USA-Davis, 3rd & F Street-Davis 208 F. Street Davis
-95.1883,29.50931, USA-Friendswood, Bay Area & FM 528 3141 FM 528 Friendswood
-111.75389,33.38022, USA-Mesa, Mesa 1939 S Val Vista Dr Mesa
-84.38776,33.76079, USA-Atlanta, Atlanta Merchandise Mart 240 Peachtree Street NW Atlanta
-80.30536,25.69115, USA-Miami, Dixie/Ludlam 6603 South Dixie Hwy Miami
-82.81389,40.08005, USA-New Albany, Washington Square Marketplace 2041 Easton Street North Canton
-118.34503,34.16055, USA-Burbank, Albertsons-Burbank #6315 3830 W. Verdugo Ave. Burbank
-82.3433,29.6392, USA-Gainesville, University of Florida Library 1600 SW Archer Gainesville
-110.9276,32.2362, USA-Tucson, Tucson 3025 E. Speedway Blvd. Tucson
-87.3964,46.55661, USA-Marquette, Meijer-Marysville #229 205 S Range Rd Marysville
-73.9779,40.75208, USA-New York, Cooper Union 51 Astor Place New York
-119.666,36.84447, USA-Clovis, Clovis 765 N Temperance Avenue Clovis
-117.6621,33.67808, USA-Foothill Ranch, Target Foothill Ranch T-913 26792 Portola Pkwy Foothill Ranch
-88.12608,41.68874, USA-Bolingbrook, Naper & Boughton 216 N Weber Rd Bolingbrook
-93.16698,44.94649, USA-St Paul, St. Louis Park-Minnetonka & Hwy 7 4201 Minnetonka Blvd. St. Louis Park
-122.29881,47.5792, USA-Seattle, Safeway-Seattle #1062 4754 42nd Ave SW Seattle
-80.63259,35.38904, USA-Concord, Hwy 29 1490 US Highway 29 Concord
-95.63699,30.08934, USA-Tomball, Trophy Lake & Hwy. 114 501 Trophy Lake Dr Trophy Club
-114.57715,35.14822, USA-Laughlin, Oasis Hotel & Casino 897 W Mesquite Blvd Mesquite
-75.36082,40.09187, USA-King of Prussia, King of Prussia 140 W Dekalb Pike King of Prussia
-122.75124,38.45052, USA-Santa Rosa, Marlow & Guerneville-Santa Rosa 1791 Marlow Rd Santa Rosa
-107.32453,39.52429, USA-Glenwood Springs, Safeway-Glenwood Springs #1132 2001 Grand Street Glenwood Springs
-73.98731,40.76193, USA-New York, 54th & Broadway 1710 Broadway New York
-73.97883,40.75345, USA-New York, 33rd & Tenth 450 W. 33rd Street New York
-111.29063,47.49406, USA-Great Falls, Helena-1300 Prospect 1300 Prospect Ave. Helena
-122.41389,45.5017, USA-Gresham, Gresham Village 2442 E Burnside Gresham
-105.0979,40.37927, USA-Loveland, 14th Str & Taft Ave 1317 Eagle Drive Loveland
-122.19632,47.61266, USA-Bellevue, Larrys-Bellevue 661 120TH Avenue NE Bellevue
-97.04499,47.91003, USA-Grand Forks, Dillon-Bellevue #300 3614 Twin Creek Dr Bellevue
-105.07698,40.57802, USA-Fort Collins, College Avenue & Laurel -Ft Collins 700 South College Ave. Fort Collins
-95.06242,29.88296, USA-Crosby, Kroger-Cypress #362 17455 Spring-Cypress Rd Cypress
-112.0686,33.4658, USA-Phoenix, Safeway-Phoenix #2651 340 East McDowell Rd Phoenix
-100.78777,46.80013, USA-Bismarck, Target Fargo T-61 4202 13th Avenue South Fargo
-88.31799,42.24226, USA-Crystal Lake, Target Decatur T-1951 355 W Mound Rd Decatur
-121.83565,39.7351, USA-Chico, Safeway-Chico #1651 690 Mangrove Ave Chico
-118.06649,34.0627, USA-El Monte, El Monte 9327 Garvey Avenue El Monte
-87.64475,41.94314, USA-Chicago, North Halsted 2200 N. Halsted Chicago
-117.81985,44.78169, USA-Baker City, Tanasbourne/Haggens 18000 N.W. Evergreen Pkwy Beaverton
-116.17502,43.57896, USA-Boise, Boise Avenue and Apple-ID 672 East Boise Avenue Boise
-80.87078,35.08913, USA-Charlotte, 7th Street 1961 East 7th Street Charlotte
-121.50305,38.63664, USA-Sacramento, I-80 & Truxel-Sacramento 3511 Truxel Road Sacramento
-73.07649,41.21525, USA-Milford, Target Milford T-2045 1911 Boston Post Road Milford
-80.44685,27.63904, USA-Vero Beach, Target Vero Beach T-1050 5800 20th Street Vero Beach
-83.37522,33.95769, USA-Athens, Athens 100 College Avenue Athens
-86.51218,38.861, USA-Bedford, Target Bloomington T-1878 2966 E 3rd St Bloomington
-121.90029,37.30735, USA-San Jose, Lincoln & Willow-San Jose 1167 Lincoln Avenue San Jose
-83.02434,40.06593, USA-Columbus, The Great Indoors-Columbus 1510 Polaris Pkwy Columbus
-93.44795,45.00842, USA-Plymouth, Rockford Square 4000 Annapolis Ln Plymouth
-111.97794,33.79912, USA-Phoenix, 48th & Carefree Hwy
-95.57082,29.73669, USA-Houston, Reliant Center 2 Reliant Park Houston
-117.75197,33.86854, USA-Anaheim, Vons-Anaheim Hills #2216 8010 E Santa Ana Canyon Rd Anaheim
-117.83045,34.12877, USA-Glendora, Glendora 1832 East Route 66 Glendora
-110.7974,32.2578, USA-Tucson, Safeway-Tucson #1984 9125 East Tanque Verde Tucson
-94.806,39.7885, USA-St Joseph, St. Louis Hilton at the Ballpark 1 South Broadway St Louis
-98.49082,29.43665, USA-San Antonio, I-10 & Vance Jackson 1118 Vance Jackson San Antonio
-117.43575,47.67911, USA-Spokane, Safeway-Spokane #1473 EAST 14020 SPRAGUE Spokane
-106.70059,35.04329, USA-Albuquerque, 1761 Rio Rancho Blvd 1761 Rio Rancho Blvd.
-122.12813,37.43268, USA-Palo Alto, Colorado & Middlefield-Palo Alto 2775 Middlefield Road Palo Alto
-122.80559,45.44231, USA-Tigard, Washington Square 9467 SW Washington Square Road Tigard
-87.87673,42.71852, USA-Racine, Sheboygan-Washington & Greenwing 3550 Washington Avenue Frontage Rd. Sheboygan
-97.00694,32.67989, USA-Grand Prairie, Randalls-Grapevine #3576 4000 William D Tate Ave Grapevine
-119.0923,35.31059, USA-Bakersfield, Bakersfield 5041 Gosford Road Bakersfield
-82.78772,39.98562, USA-Reynoldsburg, Rocky River 19555 Detroit Road Rocky River
-122.66927,45.6858, USA-Vancouver, 88th & Andresen Rd-Vancouver 8720 NE Centerpointe Drive Vancouver
-116.87591,33.03799, USA-Ramona, Albertsons-Ramona #6725 1459 Main St Ramona
-80.81818,35.21241, USA-Charlotte, Blakeney 9820-A Rea Road Charlotte
-82.32381,29.65037, USA-Gainesville, Union Street Station 201 SE First St Gainesville
-157.92828,21.3634, USA-Aiea, Stadium Marketplace 4561 Salt Lake Boulevard Aiea
-119.77597,36.80848, USA-Fresno, Fresno Fashion Fair Mall 645 East Shaw Ave Fresno
-115.06556,36.14271, USA-Las Vegas, Las Vegas 2585 S. Nellis Blvd. Las Vegas
-75.65169,41.46214, USA-Dickson City, Genuardi-Doylestown #921 73 Old Dublin Pike Doylestown
-96.95863,32.91207, USA-Irving, Randall's-Katy #3070 1525 S Mason Rd Katy
-86.08719,39.90525, USA-Indianapolis, Broad Ripple 850 Broad Ripple Ave Indianapolis
-73.55331,40.7559, USA-Westbury, The Westchester Mall 125 Westchester Avenue White Plains
-80.30712,40.68125, USA-Monaca, Giant Eagle Mkt-Monroeville #60 4010 Monroville Blvd Monroeville
-106.58301,35.05848, USA-Albuquerque, Albuquerque 5301 Gibson Blvd SE Albuquerque
-122.90922,46.99991, USA-Tumwater, Fred Meyer-University Place 6305 Bridgeport Way W University Place
-81.34823,28.7563, USA-Lake Mary, Lake Mary Blvd. & Rhinehart 4044 Lake Mary Blvd Lake Mary
-122.24521,47.29642, USA-Auburn, Lakeland Town Center 1408 Lake Tapps Parkway East Auburn
-117.95585,33.67216, USA-Huntington Beach, Target Huntington Beach T-2051 9882 Adams Ave Huntington Beach
-93.7785,41.5811, USA-West Des Moines, Jordan Creek Town Center 101 Jordan Creek Parkway West Des Moines
-115.15231,36.1086, USA-Las Vegas, Las Vegas Conv Ctr-Food Court 3150 Paradise Rd Las Vegas
-117.2098,32.87366, USA-San Diego, University Town Centre 4545 La Jolla Village Dr San Diego
-87.62447,41.88579, USA-Chicago, 209 W. Jackson 209 W. Jackson Chicago
-118.84037,34.21149, USA-Thousand Oaks, Oak Brook Shopping Center-1000 Oa 2072 E Avenida De Los Arboles Thousand Oaks
-122.40935,37.78546, USA-San Francisco, Cyril Magnin @ O`Farrell-Nikko 222 Mason St San Francisco
-90.15639,30.0037, USA-Metairie, Pecanland Mall 4700 Milhaven Road Monroe
-122.09268,37.41147, USA-Mountain View, Rengstorff & Middlefield-Mountain 580 N Rengstorff Avenue Mountain View
-73.99116,40.75533, USA-New York, 400 Madison Avenue (New World) 400 Madison Avenue New York
-95.50418,29.84856, USA-Houston, Target Willowbrook T-2066 6801 FM 1960 Rd W Houston
-117.73957,33.86346, USA-Anaheim Hills, Sycamore Canyon Plaza-Anaheim Hil 721 South Weir Canyon Road Anaheim Hills
-122.90282,45.55019, USA-Hillsboro, 1040 East Marina Road-Hood River 1040 E. Marina Rd Hood River
-76.10048,36.81326, USA-Virginia Beach, Farm Fresh-Virginia Beach # 911 2058 S. Independence Blvd. Virginia Beach
-77.03984,38.8041, USA-Alexandria, Bradlee Center 3690 Q King Street Alexandria
-117.19187,33.14255, USA-San Marcos, San Marcos 125 South Las Posas Rd Suite B San Marcos
-119.78345,39.46512, USA-Reno, John Ascuaga's Nuggett 1100 Nuggettt Ave Sparks
-122.20649,47.67527, USA-Kirkland, Safeway-Kirkland #1142 12519 NE 85th St. Kirkland
-83.98552,35.9408, USA-Knoxville, Bass Pro Shops-Sevierville 117 Top Flite Dr Kodak
-117.66771,33.58074, USA-Mission Viejo, Mission Viejo 26342 Oso Parkway Mission Viejo
-111.83702,40.7729, USA-Salt Lake City, 15th & 15th 1527 South 1500 East Salt Lake City
-96.9298,35.37594, USA-Shawnee, Woodland Hills Mall 7021 South Memorial Drive Tulsa
-80.27124,27.24239, USA-Jensen Beach, Palm-Treasure Coast 3174 NW Federal HWY Jensen Beach
-117.9194,33.9902, USA-Rowland Heights, Target Rowland Heights T-222 17751 Colima Rd Rowland Heights
-84.37883,33.9022, USA-Atlanta, Roswell Rd @ I-285 5841 Roswell Rd Atlanta
-117.04006,32.62832, USA-Chula Vista, Chula Vista 519 Telegraph Canyon Road Chula Vista
-117.71785,34.09559, USA-Claremont, Claremont-Wells Fargo 203 Yale Avenue Claremont
-122.06153,37.8962, USA-Walnut Creek, Main & Bothelo-Walnut Creek 1152 Locust Street Walnut Creek
-93.9876,29.9531, USA-Nederland, SuperTarget N Richland Hlls ST-1514 8532 Davis Blvd North Richland Hills
-87.85203,30.66938, USA-Spanish Fort, I-10 & Hwy 181 30350 State Hwy 181 Spanish Fort
-122.0354,47.61454, USA-Sammamish, Columbia Tower 40th Floor- Seattle 701 5th Avenue Seattle
-121.94999,37.31304, USA-San Jose, Winchester & Magliocco-San Jose 804 South Winchester Boulevard San Jose
-88.0003,42.2396, USA-Mundelein, Albertsons-Naperville #3185 127 E. Ogden Ave. Naperville
-121.92687,37.7101, USA-Dublin, Amador Valley & Village Pkwy-Dubl 7197 Village Parkway Dublin
-86.05133,39.90527, USA-Indianapolis, Girl School Rd & 10th 7315 W. 10th Street Indianapolis
-110.78832,43.47291, USA-Jackson, Safeway-Laramie #2466 554 N 3rd St Laramie
-122.15609,47.48852, USA-Renton, Safeway-Richland #333 1803 George Washington Way Richland
-90.20656,38.6293, USA-St Louis, 5th & Boonslick 1030 So. 5th Street St. Charles
-84.249,34.0631, USA-Alpharetta, Old Milton Pkwy @ State Bridge 4180 &4190 Old Milton Pkwy Alpharetta
-90.62608,38.78836, USA-St. Peters, Delmar Loop 6621 Delmar Blvd University City
-87.87817,43.06489, USA-Milwaukee, Third Ward 326 N. Water St Milwaukee
-118.05576,34.12393, USA-Arcadia, Arcadia 733 West Naomi Arcadia
-82.7678,39.90059, USA-Pickerington, Powell & Sawmill 9700 Sawmill Parkway Powell
-119.78575,36.7353, USA-Fresno, Kern & N Street-Fresno 2325 Kern Street Fresno
-74.5176,40.9083, USA-Rockaway, Sea Girt 2150 Highway 35 Sea Girt
-91.02227,30.40825, USA-Baton Rouge, Sherwood Forest & Lake Sherwood 3888 S. Sherwood Forest
-104.98743,39.66428, USA-Englewood, Broadway and Bates Ave 2896 S Broadway Englewood
-104.92886,39.59503, USA-Centennial, CO 5070 Arapahoe Road Centennial
-77.03359,38.9014, USA-Washington, 15th & I Streets 901 15th Street NW Washington
-87.93828,42.06431, USA-Mount Prospect, Super Target Mundelein ST-1912 3100 W. Route 60 Mundelein
-83.22102,42.67988, USA-Auburn Hills, Southfield & 13 Mile Rd 31201 Southfield Rd Beverly Hills
-116.21366,43.5891, USA-Boise, Albertsons-Boise #193 1653 South Vista Ave Boise
-71.04257,42.34656, USA-Boston, 350 Newbury 350 Newbury Street Boston
-86.2057,43.1454, USA-Mt Pleasant, Lyon Towne Center 30808 Lyon Center Drive East New Hudson
-117.20585,32.83109, USA-San Diego, Vons-San Diego #2120 4725 Clairemont Dr San Diego
-71.60798,42.28492, USA-Westborough, Westford Valley Marketplace 174 Littleton Road Westford
-121.91371,37.32343, USA-San Jose, San Carlos & Meridian-San Jose 1401 West San Carlos Avenue San Jose
-73.72865,40.78798, USA-Great Neck, Greece 2150 Ridge Road West Greece
-118.39572,37.37399, USA-Bishop, Safeway-Bishop #1753 1190 N Main St Bishop
-92.0531,30.15995, USA-Lafayette, Hwy 210 & Nelson 3479 Nelson Road Lake Charles
-73.57659,41.04194, USA-Riverside, Thruway / Riverside 1253 East Putnam Ave Riverside
-74.07686,40.80647, USA-East Rutherford, Menlo Park Mall 100 Menol Park Dr. Edison
-119.93878,39.24602, USA-Incline Village, Aladdin-Casino Floor Level 3667 S. Las Vegas Las Vegas
-74.03719,40.73135, USA-Jersey City, Mercer Mall 301 Mercer Mall Lawrenceville
